16/05/09 11:20:58| starting
16/05/09 11:29:54|  map 100% reduce 69%
16/05/09 11:29:59|  map 100% reduce 70%
16/05/09 11:30:04|  map 100% reduce 71%
16/05/09 11:30:10|  map 100% reduce 72%
16/05/09 11:30:16|  map 100% reduce 73%
16/05/09 11:30:21|  map 100% reduce 74%
16/05/09 11:30:26|  map 100% reduce 75%
16/05/09 11:30:32|  map 100% reduce 76%
16/05/09 11:30:39|  map 100% reduce 77%
16/05/09 11:30:46|  map 100% reduce 78%
16/05/09 11:30:52|  map 100% reduce 79%
16/05/09 11:30:58|  map 100% reduce 80%
16/05/09 11:31:04|  map 100% reduce 81%
16/05/09 11:31:11|  map 100% reduce 82%
16/05/09 11:31:19|  map 100% reduce 83%
16/05/09 11:31:26|  map 100% reduce 84%
16/05/09 11:31:32|  map 100% reduce 85%
16/05/09 11:31:38|  map 100% reduce 86%
16/05/09 11:31:44|  map 100% reduce 87%
16/05/09 11:31:51|  map 100% reduce 88%
16/05/09 11:31:58|  map 100% reduce 89%
16/05/09 11:32:10|  map 100% reduce 90%
16/05/09 11:32:31|  map 100% reduce 91%
16/05/09 11:32:53|  map 100% reduce 92%
16/05/09 11:33:13|  map 100% reduce 93%
16/05/09 11:33:34|  map 100% reduce 94%
16/05/09 11:33:55|  map 100% reduce 95%
16/05/09 11:34:17|  map 100% reduce 96%
16/05/09 11:34:41|  map 100% reduce 97%
16/05/09 11:35:02|  map 100% reduce 98%
16/05/09 11:35:23|  map 100% reduce 99%
16/05/09 11:36:18|  map 100% reduce 100%
16/05/09 11:36:54| Job job_1462718033130_0004 completed successfully
16/05/09 11:36:58| Counters: 51
	File System Counters
		FILE: Number of bytes read=97165415512
		FILE: Number of bytes written=136711892388
		FILE: Number of read operations=0
		FILE: Number of large read operations=0
		FILE: Number of write operations=0
		HDFS: Number of bytes read=38000045900
		HDFS: Number of bytes written=38000000000
		HDFS: Number of read operations=918
		HDFS: Number of large read operations=0
		HDFS: Number of write operations=12
	Job Counters 
		Killed map tasks=3
		Launched map tasks=303
		Launched reduce tasks=6
		Data-local map tasks=272
		Rack-local map tasks=31
		Total time spent by all maps in occupied slots (ms)=8344241
		Total time spent by all reduces in occupied slots (ms)=3687407
		Total time spent by all map tasks (ms)=8344241
		Total time spent by all reduce tasks (ms)=3687407
		Total vcore-seconds taken by all map tasks=8344241
		Total vcore-seconds taken by all reduce tasks=3687407
		Total megabyte-seconds taken by all map tasks=8544502784
		Total megabyte-seconds taken by all reduce tasks=3775904768
	Map-Reduce Framework
		Map input records=380000000
		Map output records=380000000
		Map output bytes=38760000000
		Map output materialized bytes=39520010800
		Input split bytes=45900
		Combine input records=0
		Combine output records=0
		Reduce input groups=380000000
		Reduce shuffle bytes=39520010800
		Reduce input records=380000000
		Reduce output records=380000000
		Spilled Records=1314222664
		Shuffled Maps =1800
		Failed Shuffles=0
		Merged Map outputs=1800
		GC time elapsed (ms)=257021
		CPU time spent (ms)=8059020
		Physical memory (bytes) snapshot=127815901184
		Virtual memory (bytes) snapshot=455845675008
		Total committed heap usage (bytes)=159977570304
	Shuffle Errors
		BAD_ID=0
		CONNECTION=0
		IO_ERROR=0
		WRONG_LENGTH=0
		WRONG_MAP=0
		WRONG_REDUCE=0
	File Input Format Counters 
		Bytes Read=38000000000
	File Output Format Counters 
		Bytes Written=38000000000
16/05/09 11:36:58| done
